9,2,8.6,F
9,2,9.4,4
9,2,9.5,6
9,2,10.2,6
9,2,10.3,4
9,2,10.4,4
9,2,10.6,6
9,2,12.4,W
9,2,17.2,4
9,2,17.6,C
9,2,18.2,6
5,1,0.2,4
5,1,0.5,4
5,1,2.2,4
5,1,3.5,4
5,1,4.3,4
5,1,5.3,4
5,1,7.5,4
5,1,7.6,4
5,1,10.5,6
5,1,10.6,4
5,1,12.1,4
5,1,21.2,4
5,1,13.1,4
5,1,13.3,6
5,1,14.2,4
5,1,14.4,4
5,1,15.3,6
5,1,15.3,F
5,1,15.6,6
5,1,16.4,F
5,1,16.5,6
5,1,17.6,6
5,1,18.5,6
5,1,20.1,6
5,1,22.1,W
5,1,23.6,4
5,1,24.2,4
5,1,25.6,C
5,1,26.3,4
5,1,26.6,4
5,1,31.4,W
5,1,33.4,W
5,1,37.3,4
5,1,39.1,4
5,1,39.4,6
5,1,41.1,6
5,1,41.3,4
5,1,43.2,4
5,1,44.1,W
5,1,44.4,6
5,1,44.6,F
5,1,46.1,4
5,1,46.4,4
5,1,46.5,6
5,1,46.6,W
5,1,47.5,4
5,1,48.1,W
5,1,48.2,4
5,1,48.3,6
5,1,48.4,4
5,1,49.4,W
5,2,1.1,4
5,2,1.5,4
5,2,2.3,W
5,2,5.2,4
5,2,5.3,4
5,2,8.1,4
5,2,11.3,4
5,2,11.6,4
5,2,13.5,4
5,2,16.2,4
5,2,16.5,4
5,2,19.5,4
5,2,19.6,F
5,2,20.1,4
5,2,20.6,4
5,2,21.4,4
5,2,22.6,4
5,2,22.6,F
5,2,24.1,4
5,2,25.1,4
5,2,25.2,4
5,2,25.3,4
5,2,26.1,4
5,2,28.2,W
5,2,31.1,4
5,2,31.2,4
5,2,32.4,4
5,2,34.4,C
5,2,35.3,4
5,2,35.6,4
5,2,36.1,W
5,2,37.6,4
5,2,38.2,4
5,2,38.3,4
5,2,38.4,4
5,2,39.1,W
5,2,40.5,4
5,2,42.2,4
5,2,44.3,4
5,2,44.5,W
5,2,45.3,4
5,2,48.2,4
5,2,49.1,6
5,2,49.4,4
6,1,3.4,4
6,1,5.4,4
6,1,7.6,W
6,1,12.2,6
6,1,14.2,4
6,1,14.3,W
6,1,15.5,W
6,1,19.3,4
6,1,21.6,4
6,1,23.5,4
6,1,27.5,6
6,1,30.4,4
6,1,30.6,4
6,1,34.5,F
6,1,37.1,6
6,1,38.5,W
6,1,41.1,4
6,1,41.3,6
6,1,41.4,4
6,1,41.5,6
6,1,43.4,W
6,1,44.5,W
6,1,46.6,4
6,1,49.3,W
6,2,2.5,4
6,2,3.2,4
6,2,4.2,4
6,2,5.2,6
6,2,6.1,4
6,2,6.3,4
6,2,7.4,4
6,2,9.3,4
6,2,9.6,4
6,2,16.1,4
6,2,16.6,4
6,2,17.6,4
6,2,17.6,F
6,2,18.2,4
6,2,19.3,4
6,2,21.2,4
6,2,21.5,F
6,2,23.6,6
6,2,24.6,4
6,2,25.2,6
6,2,25.6,4
6,2,26.3,4
6,2,27.4,6
6,2,28.1,4
6,2,29.3,4
6,2,30.3,4
6,2,30.6,4
6,2,32.2,4
6,2,32.2,C
6,2,32.4,6
6,2,32.6,4
6,2,33.3,W
6,2,34.6,4
6,2,35.2,C
6,2,36.5,6
7,1,0.4,6
7,1,3.5,4
7,1,5.3,6
7,1,6.1,4
7,1,7.3,4
7,1,7.4,4
7,1,8.2,4
7,1,9.1,4
7,1,9.4,4
7,1,14.2,6
7,1,14.4,F
7,1,15.4,6
7,1,18.1,4
7,1,18.2,F
7,1,18.6,4
7,1,21.2,6
7,1,21.6,4
7,1,22.2,4
7,1,23.1,6
7,1,28.6,C
7,1,29.1,4
7,1,29.2,W
7,1,32.2,4
7,1,32.4,W
7,1,33.5,6
7,1,34.2,4
7,1,36.1,4
7,1,36.4,4
7,1,37.1,4
7,1,38.2,W
7,1,38.4,W
7,1,39.2,4
7,1,39.3,4
7,1,39.4,4
7,1,41.1,4
7,1,43.6,4
7,1,44.1,W
7,1,45.1,4
7,1,46.4,4
7,1,47.2,W
7,1,48.2,4
7,1,48.5,4
7,1,49.3,W
7,1,49.5,W
7,1,49.6,W
7,2,1.2,4
7,2,1.6,4
7,2,2.5,4
7,2,7.4,4
7,2,9.3,W
7,2,10.2,4
7,2,11.1,4
7,2,12.1,4
7,2,13.1,4
7,2,13.6,4
7,2,15.1,W
7,2,17.5,4
7,2,18.4,4
7,2,18.5,4
7,2,21.1,4
7,2,22.4,4
7,2,22.6,W
7,2,27.5,4
7,2,27.6,F
7,2,29.2,6
7,2,29.4,W
7,2,30.3,4
7,2,32.2,W
7,2,32.3,4
7,2,33.5,W
7,2,35.1,4
7,2,37.1,4
7,2,37.2,4
7,2,37.4,4
7,2,37.6,4
7,2,38.2,4
7,2,38.6,4
7,2,39.1,4
7,2,41.2,4
7,2,41.4,4
7,2,43.1,4
7,2,44.1,6
7,2,44.2,W
7,2,44.5,4
7,2,45.3,4
7,2,46.3,4
7,2,47.3,4
7,2,47.3,F
7,2,47.5,W
7,2,47.6,W
